Week_Start,Week_Number,Month,Quarter,Campaign_ID,Product,Category,Brand,Region,Account,Store_Count,Promo_Flag,Promo_Type,Promo_Depth_Band,Promo_Objective,Retailer_Support,Baseline_Units,Actual_Units,Uplift_Units,Uplift_Pct,Regular_Price,Promo_Price,Discount_Pct,Unit_Cost,Selling_Price,Baseline_Revenue,Actual_Revenue,Incremental_Revenue_From_Uplift,Revenue_Impact_vs_Baseline,Baseline_Gross_Profit,Gross_Profit_Before_Promo_Cost,Incremental_Gross_Profit_Before_Cost,Promo_Cost,Incremental_Profit_After_Promo_Cost,Promo_ROI,Baseline_Gross_Margin_Pct,Actual_Gross_Margin_Pct,Margin_Impact_pp,Rate_of_Sale_Units_per_Store_per_Week,Cannibalisation_Rate_Estimate,Cannibalised_Units_Estimate,Cannibalisation_Risk,Recommendation,Sales_Action,Buyer_Message
2025-05-26,21,May,Q2,No Promo,Dishwashing Tablets 30pk,Household,SparkHome,NSW,Coles,111,0,No Promo,No Promo,Baseline trading,None,305,322,17,0.0557,18.0,18.0,0.0,7.0,18.0,5490.0,5796.0,306.0,306.0,3355.0,3542.0,187.0,0.0,187.0,,0.6111,0.6111,0.0,2.9009,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Dishwashing Tablets 30pk,Household,SparkHome,NSW,Independent,66,0,No Promo,No Promo,Baseline trading,None,175,169,-6,-0.0343,18.0,18.0,0.0,7.0,18.0,3150.0,3042.0,0.0,-108.0,1925.0,1859.0,-66.0,0.0,-66.0,,0.6111,0.6111,0.0,2.5606,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,PR-1757,Dishwashing Tablets 30pk,Household,SparkHome,VIC,Woolworths,90,1,Bundle,20-25%,Increase basket size,Bundle execution,330,565,235,0.7121,18.0,13.5,0.25,7.0,13.5,5940.0,7627.5,3172.5,1687.5,3630.0,3672.5,42.5,426.8647,-384.3647,-0.9004,0.6111,0.4815,-12.963,6.2778,0.0738,17.3397,Low,Adjust depth/mechanic,"Reduce discount depth, change mechanic, or seek better retailer funding",Volume response was not enough to protect margin after promo cost
2025-05-26,21,May,Q2,No Promo,Dishwashing Tablets 30pk,Household,SparkHome,VIC,Coles,93,0,No Promo,No Promo,Baseline trading,None,303,298,-5,-0.0165,18.0,18.0,0.0,7.0,18.0,5454.0,5364.0,0.0,-90.0,3333.0,3278.0,-55.0,0.0,-55.0,,0.6111,0.6111,0.0,3.2043,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Dishwashing Tablets 30pk,Household,SparkHome,VIC,Independent,61,0,No Promo,No Promo,Baseline trading,None,151,155,4,0.0265,18.0,18.0,0.0,7.0,18.0,2718.0,2790.0,72.0,72.0,1661.0,1705.0,44.0,0.0,44.0,,0.6111,0.6111,0.0,2.541,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Dishwashing Tablets 30pk,Household,SparkHome,QLD,Woolworths,87,0,No Promo,No Promo,Baseline trading,None,267,267,0,0.0,18.0,18.0,0.0,7.0,18.0,4806.0,4806.0,0.0,0.0,2937.0,2937.0,0.0,0.0,0.0,,0.6111,0.6111,0.0,3.069,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Dishwashing Tablets 30pk,Household,SparkHome,QLD,Coles,78,0,No Promo,No Promo,Baseline trading,None,267,282,15,0.0562,18.0,18.0,0.0,7.0,18.0,4806.0,5076.0,270.0,270.0,2937.0,3102.0,165.0,0.0,165.0,,0.6111,0.6111,0.0,3.6154,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Dishwashing Tablets 30pk,Household,SparkHome,QLD,Independent,52,0,No Promo,No Promo,Baseline trading,None,129,131,2,0.0155,18.0,18.0,0.0,7.0,18.0,2322.0,2358.0,36.0,36.0,1419.0,1441.0,22.0,0.0,22.0,,0.6111,0.6111,0.0,2.5192,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Dishwashing Tablets 30pk,Household,SparkHome,WA,Woolworths,67,0,No Promo,No Promo,Baseline trading,None,220,214,-6,-0.0273,18.0,18.0,0.0,7.0,18.0,3960.0,3852.0,0.0,-108.0,2420.0,2354.0,-66.0,0.0,-66.0,,0.6111,0.6111,0.0,3.194,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Dishwashing Tablets 30pk,Household,SparkHome,WA,Coles,65,0,No Promo,No Promo,Baseline trading,None,211,214,3,0.0142,18.0,18.0,0.0,7.0,18.0,3798.0,3852.0,54.0,54.0,2321.0,2354.0,33.0,0.0,33.0,,0.6111,0.6111,0.0,3.2923,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,PR-1758,Dishwashing Tablets 30pk,Household,SparkHome,WA,Independent,39,1,Price Discount,20-25%,Drive volume,Shelf price ticket,110,219,109,0.9909,18.0,14.4,0.2,7.0,14.4,1980.0,3153.6,1569.6,1173.6,1210.0,1620.6,410.6,275.3328,135.2672,0.4913,0.6111,0.5139,-9.7222,5.6154,0.0512,5.5836,Low,Targeted repeat,Repeat selectively in strongest regions or accounts,Positive result but best suited to targeted execution
2025-05-26,21,May,Q2,No Promo,Dishwashing Tablets 30pk,Household,SparkHome,SA,Woolworths,58,0,No Promo,No Promo,Baseline trading,None,141,135,-6,-0.0426,18.0,18.0,0.0,7.0,18.0,2538.0,2430.0,0.0,-108.0,1551.0,1485.0,-66.0,0.0,-66.0,,0.6111,0.6111,0.0,2.3276,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,PR-1759,Dishwashing Tablets 30pk,Household,SparkHome,SA,Coles,51,1,Catalogue Feature,10-15%,Drive traffic,Catalogue,161,225,64,0.3975,18.0,15.3,0.15,7.0,15.3,2898.0,3442.5,979.2,544.5,1771.0,1867.5,96.5,434.3028,-337.8028,-0.7778,0.6111,0.5425,-6.8627,4.4118,0.0632,4.0459,Low,Adjust depth/mechanic,"Reduce discount depth, change mechanic, or seek better retailer funding",Volume response was not enough to protect margin after promo cost
2025-05-26,21,May,Q2,No Promo,Dishwashing Tablets 30pk,Household,SparkHome,SA,Independent,36,0,No Promo,No Promo,Baseline trading,None,86,89,3,0.0349,18.0,18.0,0.0,7.0,18.0,1548.0,1602.0,54.0,54.0,946.0,979.0,33.0,0.0,33.0,,0.6111,0.6111,0.0,2.4722,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Shampoo 400ml,Personal Care,GlowLab,NSW,Woolworths,109,0,No Promo,No Promo,Baseline trading,None,601,608,7,0.0116,7.5,7.5,0.0,2.6,7.5,4507.5,4560.0,52.5,52.5,2944.9,2979.2,34.3,0.0,34.3,,0.6533,0.6533,0.0,5.578,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Shampoo 400ml,Personal Care,GlowLab,NSW,Coles,111,0,No Promo,No Promo,Baseline trading,None,490,446,-44,-0.0898,7.5,7.5,0.0,2.6,7.5,3675.0,3345.0,0.0,-330.0,2401.0,2185.4,-215.6,0.0,-215.6,,0.6533,0.6533,0.0,4.018,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Shampoo 400ml,Personal Care,GlowLab,NSW,Independent,68,0,No Promo,No Promo,Baseline trading,None,294,303,9,0.0306,7.5,7.5,0.0,2.6,7.5,2205.0,2272.5,67.5,67.5,1440.6,1484.7,44.1,0.0,44.1,,0.6533,0.6533,0.0,4.4559,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Shampoo 400ml,Personal Care,GlowLab,VIC,Woolworths,100,0,No Promo,No Promo,Baseline trading,None,464,461,-3,-0.0065,7.5,7.5,0.0,2.6,7.5,3480.0,3457.5,0.0,-22.5,2273.6,2258.9,-14.7,0.0,-14.7,,0.6533,0.6533,0.0,4.61,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Shampoo 400ml,Personal Care,GlowLab,VIC,Coles,96,0,No Promo,No Promo,Baseline trading,None,411,453,42,0.1022,7.5,7.5,0.0,2.6,7.5,3082.5,3397.5,315.0,315.0,2013.9,2219.7,205.8,0.0,205.8,,0.6533,0.6533,0.0,4.7188,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Shampoo 400ml,Personal Care,GlowLab,VIC,Independent,59,0,No Promo,No Promo,Baseline trading,None,261,272,11,0.0421,7.5,7.5,0.0,2.6,7.5,1957.5,2040.0,82.5,82.5,1278.9,1332.8,53.9,0.0,53.9,,0.6533,0.6533,0.0,4.6102,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Shampoo 400ml,Personal Care,GlowLab,QLD,Woolworths,88,0,No Promo,No Promo,Baseline trading,None,423,444,21,0.0496,7.5,7.5,0.0,2.6,7.5,3172.5,3330.0,157.5,157.5,2072.7,2175.6,102.9,0.0,102.9,,0.6533,0.6533,0.0,5.0455,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,PR-1760,Shampoo 400ml,Personal Care,GlowLab,QLD,Coles,84,1,Multi-buy,10-15%,Defend share,Multi-buy shelf execution,389,514,125,0.3213,7.5,6.75,0.1,2.6,6.75,2917.5,3469.5,843.75,552.0,1906.1,2133.1,227.0,166.0082,60.9918,0.3674,0.6533,0.6148,-3.8519,6.119,0.051,6.3768,Low,Targeted repeat,Repeat selectively in strongest regions or accounts,Positive result but best suited to targeted execution
2025-05-26,21,May,Q2,No Promo,Shampoo 400ml,Personal Care,GlowLab,QLD,Independent,53,0,No Promo,No Promo,Baseline trading,None,254,245,-9,-0.0354,7.5,7.5,0.0,2.6,7.5,1905.0,1837.5,0.0,-67.5,1244.6,1200.5,-44.1,0.0,-44.1,,0.6533,0.6533,0.0,4.6226,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,PR-1761,Shampoo 400ml,Personal Care,GlowLab,WA,Woolworths,74,1,Display + Discount,20-25%,Win display execution,Display + catalogue,334,609,275,0.8234,7.5,6.0,0.2,2.6,6.0,2505.0,3654.0,1650.0,1149.0,1636.6,2070.6,434.0,683.0622,-249.0622,-0.3646,0.6533,0.5667,-8.6667,8.2297,0.0823,22.619,Low,Adjust depth/mechanic,"Reduce discount depth, change mechanic, or seek better retailer funding",Volume response was not enough to protect margin after promo cost
2025-05-26,21,May,Q2,No Promo,Shampoo 400ml,Personal Care,GlowLab,WA,Coles,63,0,No Promo,No Promo,Baseline trading,None,320,313,-7,-0.0219,7.5,7.5,0.0,2.6,7.5,2400.0,2347.5,0.0,-52.5,1568.0,1533.7,-34.3,0.0,-34.3,,0.6533,0.6533,0.0,4.9683,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,PR-1762,Shampoo 400ml,Personal Care,GlowLab,WA,Independent,41,1,Price Discount,10-15%,Increase basket penetration,Shelf price ticket,163,292,129,0.7914,7.5,6.38,0.15,2.6,6.38,1222.5,1862.96,823.02,640.46,798.7,1103.76,305.06,235.7361,69.3239,0.2941,0.6533,0.5925,-6.0857,7.122,0.0538,6.9386,Low,Targeted repeat,Repeat selectively in strongest regions or accounts,Positive result but best suited to targeted execution
2025-05-26,21,May,Q2,PR-1763,Shampoo 400ml,Personal Care,GlowLab,SA,Woolworths,55,1,Catalogue Feature,10-15%,Support range visibility,Catalogue,226,266,40,0.177,7.5,6.75,0.1,2.6,6.75,1695.0,1795.5,270.0,100.5,1107.4,1103.9,-3.5,318.5624,-322.0624,-1.011,0.6533,0.6148,-3.8519,4.8364,0.0451,1.805,Low,Discontinue,Do not repeat in current format,Promotion did not generate sufficient commercial return
2025-05-26,21,May,Q2,No Promo,Shampoo 400ml,Personal Care,GlowLab,SA,Coles,53,0,No Promo,No Promo,Baseline trading,None,240,250,10,0.0417,7.5,7.5,0.0,2.6,7.5,1800.0,1875.0,75.0,75.0,1176.0,1225.0,49.0,0.0,49.0,,0.6533,0.6533,0.0,4.717,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Shampoo 400ml,Personal Care,GlowLab,SA,Independent,34,0,No Promo,No Promo,Baseline trading,None,124,127,3,0.0242,7.5,7.5,0.0,2.6,7.5,930.0,952.5,22.5,22.5,607.6,622.3,14.7,0.0,14.7,,0.6533,0.6533,0.0,3.7353,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Toothpaste 120g,Personal Care,BrightSmile,NSW,Woolworths,118,0,No Promo,No Promo,Baseline trading,None,730,740,10,0.0137,5.8,5.8,0.0,1.8,5.8,4234.0,4292.0,58.0,58.0,2920.0,2960.0,40.0,0.0,40.0,,0.6897,0.6897,0.0,6.2712,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Toothpaste 120g,Personal Care,BrightSmile,NSW,Coles,101,0,No Promo,No Promo,Baseline trading,None,757,754,-3,-0.004,5.8,5.8,0.0,1.8,5.8,4390.6,4373.2,0.0,-17.4,3028.0,3016.0,-12.0,0.0,-12.0,,0.6897,0.6897,0.0,7.4653,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Toothpaste 120g,Personal Care,BrightSmile,NSW,Independent,71,0,No Promo,No Promo,Baseline trading,None,346,367,21,0.0607,5.8,5.8,0.0,1.8,5.8,2006.8,2128.6,121.8,121.8,1384.0,1468.0,84.0,0.0,84.0,,0.6897,0.6897,0.0,5.169,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Toothpaste 120g,Personal Care,BrightSmile,VIC,Woolworths,100,0,No Promo,No Promo,Baseline trading,None,631,656,25,0.0396,5.8,5.8,0.0,1.8,5.8,3659.8,3804.8,145.0,145.0,2524.0,2624.0,100.0,0.0,100.0,,0.6897,0.6897,0.0,6.56,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Toothpaste 120g,Personal Care,BrightSmile,VIC,Coles,94,0,No Promo,No Promo,Baseline trading,None,574,545,-29,-0.0505,5.8,5.8,0.0,1.8,5.8,3329.2,3161.0,0.0,-168.2,2296.0,2180.0,-116.0,0.0,-116.0,,0.6897,0.6897,0.0,5.7979,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Toothpaste 120g,Personal Care,BrightSmile,VIC,Independent,60,0,No Promo,No Promo,Baseline trading,None,331,343,12,0.0363,5.8,5.8,0.0,1.8,5.8,1919.8,1989.4,69.6,69.6,1324.0,1372.0,48.0,0.0,48.0,,0.6897,0.6897,0.0,5.7167,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Toothpaste 120g,Personal Care,BrightSmile,QLD,Woolworths,83,0,No Promo,No Promo,Baseline trading,None,474,468,-6,-0.0127,5.8,5.8,0.0,1.8,5.8,2749.2,2714.4,0.0,-34.8,1896.0,1872.0,-24.0,0.0,-24.0,,0.6897,0.6897,0.0,5.6386,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Toothpaste 120g,Personal Care,BrightSmile,QLD,Coles,84,0,No Promo,No Promo,Baseline trading,None,524,507,-17,-0.0324,5.8,5.8,0.0,1.8,5.8,3039.2,2940.6,0.0,-98.6,2096.0,2028.0,-68.0,0.0,-68.0,,0.6897,0.6897,0.0,6.0357,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Toothpaste 120g,Personal Care,BrightSmile,QLD,Independent,49,0,No Promo,No Promo,Baseline trading,None,281,269,-12,-0.0427,5.8,5.8,0.0,1.8,5.8,1629.8,1560.2,0.0,-69.6,1124.0,1076.0,-48.0,0.0,-48.0,,0.6897,0.6897,0.0,5.4898,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,PR-1764,Toothpaste 120g,Personal Care,BrightSmile,WA,Woolworths,67,1,Catalogue Feature,20-25%,Build awareness,Catalogue,498,858,360,0.7229,5.8,4.64,0.2,1.8,4.64,2888.4,3981.12,1670.4,1092.72,1992.0,2436.72,444.72,442.3383,2.3817,0.0054,0.6897,0.6121,-7.7586,12.806,0.0408,14.6837,Low,Targeted repeat,Repeat selectively in strongest regions or accounts,Positive result but best suited to targeted execution
2025-05-26,21,May,Q2,PR-1765,Toothpaste 120g,Personal Care,BrightSmile,WA,Coles,62,1,Multi-buy,20-25%,Increase basket size,Multi-buy shelf execution,431,830,399,0.9258,5.8,4.64,0.2,1.8,4.64,2499.8,3851.2,1851.36,1351.4,1724.0,2357.2,633.2,274.388,358.812,1.3077,0.6897,0.6121,-7.7586,13.3871,0.046,18.341,Low,Repeat,Rebook mechanic in next promotional cycle,Strong ROI and profitable uplift with manageable risk
2025-05-26,21,May,Q2,PR-1766,Toothpaste 120g,Personal Care,BrightSmile,WA,Independent,38,1,Multi-buy,10-15%,Increase basket size,Multi-buy shelf execution,221,332,111,0.5023,5.8,5.22,0.1,1.8,5.22,1281.8,1733.04,579.42,451.24,884.0,1135.44,251.44,157.8085,93.6315,0.5933,0.6897,0.6552,-3.4483,8.7368,0.0399,4.4308,Low,Repeat,Rebook mechanic in next promotional cycle,Strong ROI and profitable uplift with manageable risk
2025-05-26,21,May,Q2,No Promo,Toothpaste 120g,Personal Care,BrightSmile,SA,Woolworths,54,0,No Promo,No Promo,Baseline trading,None,306,318,12,0.0392,5.8,5.8,0.0,1.8,5.8,1774.8,1844.4,69.6,69.6,1224.0,1272.0,48.0,0.0,48.0,,0.6897,0.6897,0.0,5.8889,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Toothpaste 120g,Personal Care,BrightSmile,SA,Coles,53,0,No Promo,No Promo,Baseline trading,None,354,393,39,0.1102,5.8,5.8,0.0,1.8,5.8,2053.2,2279.4,226.2,226.2,1416.0,1572.0,156.0,0.0,156.0,,0.6897,0.6897,0.0,7.4151,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,PR-1767,Toothpaste 120g,Personal Care,BrightSmile,SA,Independent,34,1,Price Discount,20-25%,Drive volume,Shelf price ticket,159,284,125,0.7862,5.8,4.64,0.2,1.8,4.64,922.2,1317.76,580.0,395.56,636.0,806.56,170.56,255.2312,-84.6712,-0.3317,0.6897,0.6121,-7.7586,8.3529,0.0491,6.1321,Low,Adjust depth/mechanic,"Reduce discount depth, change mechanic, or seek better retailer funding",Volume response was not enough to protect margin after promo cost
2025-05-26,21,May,Q2,No Promo,Pasta Sauce 500g,Pantry,CasaBella,NSW,Woolworths,107,0,No Promo,No Promo,Baseline trading,None,952,999,47,0.0494,4.2,4.2,0.0,1.25,4.2,3998.4,4195.8,197.4,197.4,2808.4,2947.05,138.65,0.0,138.65,,0.7024,0.7024,0.0,9.3364,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Pasta Sauce 500g,Pantry,CasaBella,NSW,Coles,105,0,No Promo,No Promo,Baseline trading,None,890,888,-2,-0.0022,4.2,4.2,0.0,1.25,4.2,3738.0,3729.6,0.0,-8.4,2625.5,2619.6,-5.9,0.0,-5.9,,0.7024,0.7024,0.0,8.4571,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Pasta Sauce 500g,Pantry,CasaBella,NSW,Independent,69,0,No Promo,No Promo,Baseline trading,None,454,423,-31,-0.0683,4.2,4.2,0.0,1.25,4.2,1906.8,1776.6,0.0,-130.2,1339.3,1247.85,-91.45,0.0,-91.45,,0.7024,0.7024,0.0,6.1304,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Pasta Sauce 500g,Pantry,CasaBella,VIC,Woolworths,94,0,No Promo,No Promo,Baseline trading,None,818,808,-10,-0.0122,4.2,4.2,0.0,1.25,4.2,3435.6,3393.6,0.0,-42.0,2413.1,2383.6,-29.5,0.0,-29.5,,0.7024,0.7024,0.0,8.5957,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Pasta Sauce 500g,Pantry,CasaBella,VIC,Coles,87,0,No Promo,No Promo,Baseline trading,None,767,782,15,0.0196,4.2,4.2,0.0,1.25,4.2,3221.4,3284.4,63.0,63.0,2262.65,2306.9,44.25,0.0,44.25,,0.7024,0.7024,0.0,8.9885,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Pasta Sauce 500g,Pantry,CasaBella,VIC,Independent,64,0,No Promo,No Promo,Baseline trading,None,422,431,9,0.0213,4.2,4.2,0.0,1.25,4.2,1772.4,1810.2,37.8,37.8,1244.9,1271.45,26.55,0.0,26.55,,0.7024,0.7024,0.0,6.7344,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,PR-1768,Pasta Sauce 500g,Pantry,CasaBella,QLD,Woolworths,85,1,Price Discount,10-15%,Defend share,Shelf price ticket,763,1122,359,0.4705,4.2,3.78,0.1,1.25,3.78,3204.6,4241.16,1357.02,1036.56,2250.85,2838.66,587.81,219.1209,368.6891,1.6826,0.7024,0.6693,-3.3069,13.2,0.084,30.1441,Low,Repeat,Rebook mechanic in next promotional cycle,Strong ROI and profitable uplift with manageable risk
2025-05-26,21,May,Q2,No Promo,Pasta Sauce 500g,Pantry,CasaBella,QLD,Coles,84,0,No Promo,No Promo,Baseline trading,None,648,642,-6,-0.0093,4.2,4.2,0.0,1.25,4.2,2721.6,2696.4,0.0,-25.2,1911.6,1893.9,-17.7,0.0,-17.7,,0.7024,0.7024,0.0,7.6429,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Pasta Sauce 500g,Pantry,CasaBella,QLD,Independent,48,0,No Promo,No Promo,Baseline trading,None,397,352,-45,-0.1134,4.2,4.2,0.0,1.25,4.2,1667.4,1478.4,0.0,-189.0,1171.15,1038.4,-132.75,0.0,-132.75,,0.7024,0.7024,0.0,7.3333,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,PR-1769,Pasta Sauce 500g,Pantry,CasaBella,WA,Woolworths,67,1,Multi-buy,20-25%,Drive multi-unit purchase,Multi-buy shelf execution,539,1066,527,0.9777,4.2,3.36,0.2,1.25,3.36,2263.8,3581.76,1770.72,1317.96,1590.05,2249.26,659.21,317.8559,341.3541,1.0739,0.7024,0.628,-7.4405,15.9104,0.0741,39.0401,Low,Repeat,Rebook mechanic in next promotional cycle,Strong ROI and profitable uplift with manageable risk
2025-05-26,21,May,Q2,No Promo,Pasta Sauce 500g,Pantry,CasaBella,WA,Coles,64,0,No Promo,No Promo,Baseline trading,None,544,577,33,0.0607,4.2,4.2,0.0,1.25,4.2,2284.8,2423.4,138.6,138.6,1604.8,1702.15,97.35,0.0,97.35,,0.7024,0.7024,0.0,9.0156,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Pasta Sauce 500g,Pantry,CasaBella,WA,Independent,43,0,No Promo,No Promo,Baseline trading,None,307,335,28,0.0912,4.2,4.2,0.0,1.25,4.2,1289.4,1407.0,117.6,117.6,905.65,988.25,82.6,0.0,82.6,,0.7024,0.7024,0.0,7.7907,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Pasta Sauce 500g,Pantry,CasaBella,SA,Woolworths,51,0,No Promo,No Promo,Baseline trading,None,420,467,47,0.1119,4.2,4.2,0.0,1.25,4.2,1764.0,1961.4,197.4,197.4,1239.0,1377.65,138.65,0.0,138.65,,0.7024,0.7024,0.0,9.1569,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Pasta Sauce 500g,Pantry,CasaBella,SA,Coles,49,0,No Promo,No Promo,Baseline trading,None,483,479,-4,-0.0083,4.2,4.2,0.0,1.25,4.2,2028.6,2011.8,0.0,-16.8,1424.85,1413.05,-11.8,0.0,-11.8,,0.7024,0.7024,0.0,9.7755,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Pasta Sauce 500g,Pantry,CasaBella,SA,Independent,33,0,No Promo,No Promo,Baseline trading,None,230,224,-6,-0.0261,4.2,4.2,0.0,1.25,4.2,966.0,940.8,0.0,-25.2,678.5,660.8,-17.7,0.0,-17.7,,0.7024,0.7024,0.0,6.7879,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Cereal 600g,Pantry,MorningFarm,NSW,Woolworths,113,0,No Promo,No Promo,Baseline trading,None,792,757,-35,-0.0442,6.8,6.8,0.0,2.2,6.8,5385.6,5147.6,0.0,-238.0,3643.2,3482.2,-161.0,0.0,-161.0,,0.6765,0.6765,0.0,6.6991,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Cereal 600g,Pantry,MorningFarm,NSW,Coles,104,0,No Promo,No Promo,Baseline trading,None,664,662,-2,-0.003,6.8,6.8,0.0,2.2,6.8,4515.2,4501.6,0.0,-13.6,3054.4,3045.2,-9.2,0.0,-9.2,,0.6765,0.6765,0.0,6.3654,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,No Promo,Cereal 600g,Pantry,MorningFarm,NSW,Independent,67,0,No Promo,No Promo,Baseline trading,None,408,398,-10,-0.0245,6.8,6.8,0.0,2.2,6.8,2774.4,2706.4,0.0,-68.0,1876.8,1830.8,-46.0,0.0,-46.0,,0.6765,0.6765,0.0,5.9403,0.0,0.0,N/A,Baseline,Monitor baseline performance,Non-promotional baseline trading period
2025-05-26,21,May,Q2,PR-1770,Cereal 600g,Pantry,MorningFarm,VIC,Woolworths,95,1,Multi-buy,10-15%,Defend share,Multi-buy shelf execution,805,1113,308,0.3826,6.8,6.12,0.1,2.2,6.12,5474.0,6811.56,1884.96,1337.56,3703.0,4362.96,659.96,257.4144,402.5456,1.5638,0.6765,0.6405,-3.5948,11.7158,0.0716,22.0496,Low,Repeat,Rebook mechanic in next promotional cycle,Strong ROI and profitable uplift with manageable risk
